PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
546908,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-700,"The tip of a cast copper alloy socketed spear head dating to the late Bronze age. There is a hemispherical rib on both sides of the spear head running and widening from the tip towards the base. On one side of the spear head there is evidence of a breakage, exposing the socket which would have once held the shaft. The rib is flanked by two tapering blade wings.


A very similar spear head has also been found on the database, record ID: SUSS-C3C237",,4,Copper alloy,,Returned to finder,Metal detector,2010-01-01T00:00:00Z,,,,7.93,,,5,39,1,Alice Booth,Alice Booth,East Midlands,Lincolnshire,North Kesteven,Navenby,SK9956,From a paper map,53.092039,-0.523123,LIN-B6B1C3,,LIN2013-502.jpg,Bronze age copper alloy spear head.,Lincolnshire County Council,Attribution-ShareAlike License,https://finds.org.uk/images/abooth/LIN2013-502.jpg,https://finds.org.uk/images/thumbnails/417379.jpg
547315,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"
Fragment of a Bronze age socketed axehead. The sideloop is still intact. The fragment is curved and flares outwards slightly to form a rounded edge.
",,4,Copper alloy,,Returned to finder,Metal detector,2010-01-01T00:00:00Z,,,,,,,7,40,1,Alice Booth,Alice Booth,East Midlands,Lincolnshire,North Kesteven,Welbourn,SK9754,From a paper map,53.074433,-0.553581,LIN-CE0C01,,LIN2013-520.jpg,"Bronze age, socketed axehead fragment.",Lincolnshire County Council,Attribution-ShareAlike License,https://finds.org.uk/images/abooth/LIN2013-520.jpg,https://finds.org.uk/images/thumbnails/417631.jpg
547408,Awl,Bronze Age,Bronze Age,BRONZE AGE,-2100,-800,"Incomplete cast copper-alloy shouldered awl of probable Bronze Age date. At the probable mid-point there are opposed rectangular projections on both sides forming a collar or stop ridge. One end  is broken just beyond the collar and comprises a rectangular-sectioned stump. The other end of the awl is of faceted recatgular section and  tapers to a sharp point. The metal has a dark green patina. Surviving length 54mm.  Width at shoulders 14mm. Width at springing of both 7mm. 6.5mm  thick. Weighs 11.58g. This awl is likely to belong to the Bronze Age, although the form does not change much through time and similar  objects are also noted in the Roman period and possibly later.",,4,Copper alloy,,Returned to finder,Metal detector,2013-02-02T00:00:00Z,2013-02-02T00:00:00Z,,,11.58,,,6.5,54,1,Steven Ashley,Steven Ashley,Eastern,Norfolk,King's Lynn and West Norfolk,Gayton,TF7318,,52.731963,0.560718,NMS-DEBFA3,,29715_DEBFA3_BA_Awl_ILL.jpg,Bronze Age Awl (illustration by Jason Gibbons),Norfolk County Council,Attribution-ShareAlike License,https://finds.org.uk/images/mchesterkadwell/29715_DEBFA3_BA_Awl_ILL.jpg,https://finds.org.uk/images/thumbnails/420357.jpg
547455,Awl,Bronze Age,Bronze Age,ROMAN,,,"
An incomplete copper alloy possible punch or awl, possibly Bronze Age in date although it could equally be Roman. It has a square sectioned shaft which is broken and the opposing end narrows into a point. The punch is quite chunky, more so than the Bronze Age awls recorded on the database.
",,4,Copper alloy,,Returned to finder,Metal detector,2012-09-21T23:00:00Z,,,Weekend Wanderers - Letcombe Bassett 2012,4.1,,6.07,,29.1,1,Anni Byard,Michael Byard,South East,Oxfordshire,Vale of White Horse,Letcombe Bassett,SU3786,From a paper map,51.571662,-1.467528,BERK-E133A6,,221 Berk E133A6.jpg,221 BERK-E133A6,The British Museum,Attribution-ShareAlike License,https://finds.org.uk/images/maritime/221 Berk E133A6.jpg,https://finds.org.uk/images/thumbnails/417775.jpg
547728,Casting Waste,Bronze Age,Bronze Age,BRONZE AGE,-2350,-701,"Probable Bronze Age copper alloy casting jet. Oval, flat upper face (32 x 34.5mm, 20mm thick), convex lower face with ceramic material between the stumps of two runners. Weighs 49.11g. c.2,350-701 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2013-02-13T00:00:00Z,2013-02-13T00:00:00Z,,,49.11,,,20,34.5,1,Steven Ashley,Steven Ashley,Eastern,Norfolk,Breckland,Hoe,TF9815,,52.696463,0.928672,NMS-F56815,,,,,,,
547861,Gouge,Bronze Age,,,,,"A complete copper-alloy socketed wood gouge dating to the Ewart Park phase of the Bronze Age, C. BC 1000 to 800.


The socketed end of the gouge has a circular section and a diameter of 20.8. There is a collar at the socketed end and the gouge then flattens to a C-shaped section by the end and the length of the furrow is 41.90 mm and the width of the furrow at the tip is 13.57 mm.


A gouge of this type would have been used for woodworking and similar examples are known from Dorset (PAS database DOR-FD5EF4) and also as part of a hoard from Cumbria (PAS database LANCUM-6F9525).",,4,Copper alloy,,Returned to finder,Metal detector,,,,,33.7,,20.8,,61.92,1,Lauren Proctor,Lauren Proctor,North West,Cumbria,Eden,Hunsonby,NY5636,Centred on field,54.717066,-2.684546,DUR-06F0E8,,DUR-06F0E8-socketed-gouge.jpg,Bronze Age socketed wood gouge,Durham County Council,Attribution-ShareAlike License,https://finds.org.uk/images/a8622912/DUR-06F0E8-socketed-gouge.jpg,https://finds.org.uk/images/thumbnails/418052.jpg
548390,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-700,"Fragment of a middle or late Bronze Age socketed axe. Only the blade-end survives. The blade is curved and flares at both ends. The extent of the flared ends is not great, suggesting that it has been resharpened a number of times in antiquity. The body widens to the break, where it is rectangular in cross-section with a hollow centre. The edges of the break are slightly irregular, but in totality form a regular 'slice' across the axe. It is unclear whether the break is intentional or the result of damage. The surface of the axe has a dark-green patina, which is irregularly pitted throughout.


The blade width is 45mm. The rectangular section at the break measures 34mm x 15mm. The wall of the section measures 3.5mm thick.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,51.78,,,14,45,1,Adam Daubney,Adam Daubney,East Midlands,Lincolnshire,West Lindsey,Linwood,TF1286,From a paper map,53.359022,-0.318558,LIN-5DB976,,LIN2013-571.jpg,Bronze Age copper-alloy socketed axe,Lincolnshire County Council,Attribution-ShareAlike License,https://finds.org.uk/images/adaubney/LIN2013-571.jpg,https://finds.org.uk/images/thumbnails/418493.jpg
548604,Knife,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"A cast copper-alloy knife/razor of the Middle-Late Bronze Age, c. 1500 BC-800 BC.


The knife/razor is incomplete, but what remains indicates the object was leaf-shaped in plan and pointed-oval in section. The tip of the blade is missing, as it the base. The remains of a hole for mounting/fixing can be seen, but the edges of the blade have chipped and corroded away, leaving an irregular, jagged edge to both edges of the blade.",,4,Copper alloy,,Returned to finder,Metal detector,2012-05-31T23:00:00Z,2012-08-23T23:00:00Z,,,14.3,,,2.26,66.46,1,Robert Collins,Robert Collins,North East,Northumberland,Northumberland,Ulgham,NZ2392,Generated from computer mapping software,55.221697,-1.640005,NCL-71EF23,,NCL-71EF23.JPG,NCL-71EF23: Bronze Age knife or razor,The Portable Antiquities Scheme,Attribution-ShareAlike License,https://finds.org.uk/images/rcollins/NCL-71EF23.JPG,https://finds.org.uk/images/thumbnails/418650.jpg
548991,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2150,-1500,"An incomplete Early Bronze Age copper alloy cast flat axehead, dating from c.2150 to 1500 BC. The blade is curved and it has a very uneven edge, probably due to surface wear and corrosion. The axehead tapers to a break before the butt. There are some traces of Bronze disease on the surface of the item.","
Images provided by finder.
",4,Copper alloy,,Returned to finder,Metal detector,2013-01-31T00:00:00Z,,,,,,,,7,1,Danielle Wootton,Danielle Wootton,South West,Dorset,West Dorset,Lyme Regis,SY3493,From finder,50.732849,-2.936564,DEV-892904,,Bronze age flat axe.jpg,Early Bronze Age flat axe,The Portable Antiquities Scheme,Attribution-ShareAlike License,https://finds.org.uk/images/dwootton/Bronze age flat axe.jpg,https://finds.org.uk/images/thumbnails/418896.jpg
549959,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"A late Bronze Age copper alloy socketed axe head (1000 - 800BC).  The  socket is sub-circular, a square with very rounded corners.  The edge of the socket is decorated with a pronounced rim and  a parallel raised transverse band just below.  This second transverse band is vestigial and very faint.  The axe head has a side loop that abuts the lower  moulded band.  The axe head is wedge-shaped in plan.   The sides of the axe head flare out gently towards the blade tip. There are decorative mouldings forming two ribs along each of the face edges.    A casting seam is visible along both  edges.  The axehead has a curved cutting edge which shows  some wear and evidence of sharpening.  The blade is hollow.  There is a casting flaw on the rim, an air bubble at the top of the rim.  There appears to be a fragment of wood surviving within the socket.


This socketed axe head is similar to others found in the Ewert Park  assemblage and dated 1000-800BC (Rohl & Needham 1998: 136-7).


Dimensions: length: 102.4mm; width of blade: 53.6mm; thickness of rim: 33.34mm; internal diameter of socket:  23.88mm; internal length of socket: 76.84mm; weight: 192.8g.


Reference: Rohl, B. and Needham, S. 1998. The Circulation of Metal in  the British Bronze Age: The Application of Lead Isotope Analysis.   British Museum Occasional Paper No. 102.  British Museum Press: London.",,4,Copper alloy,Wood,Returned to finder,Metal detector,,,,,192.8,,23.88,33.34,102.4,1,Kate Sumnall,Kate Sumnall,London,Greater London Authority,Wandsworth,Thamesfield,TQ2376,From finder,51.46960743,-0.23054883,LON-055444,,Wells-Axe-Oct12.jpg,late Bronze Age copper alloy socketed axe head,Museum of London,Attribution-ShareAlike License,https://finds.org.uk/images/ksumnall/Wells-Axe-Oct12.jpg,https://finds.org.uk/images/thumbnails/419711.jpg
550017,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Fragment of Bronze Age socketed axe,  surviving end comprises cutting edge to just beyond start of internal socket. Surviving length 27mm. Surviving width 49mm. c.1000 - c.701 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2013-02-18T00:00:00Z,2013-02-18T00:00:00Z,,,418,,,,,1,Steven Ashley,Steven Ashley,Eastern,Norfolk,Breckland,Colkirk,TF9025,,52.789114,0.816228,NMS-06E105,,41350_06E105_BA_SocketedAxehead_ILL.jpg,Bronze Age Socketed Axehead (illustration by Jason Gibbons),Norfolk County Council,Attribution-ShareAlike License,https://finds.org.uk/images/mchesterkadwell/41350_06E105_BA_SocketedAxehead_ILL.jpg,https://finds.org.uk/images/thumbnails/420397.jpg
550383,Palstave,Bronze Age,Bronze Age,,-1500,-1300,"A cast copper alloy (bronze) early palstave / primary Group I - shield patterned palstave of Middle Bronze Age date (1500-1300 BC) - most probably associated with the Acton Park II and Taunton metalworking assemblages (Needham Period 5) - both assemblages fit within Burgess Metal Working Stage VIII and IX.



The palstave is broadly rectangular in plan with relatively straight parallel side which flare on the lower blade and expand to form a wide crescentic cutting edge / blade. In profile the palstave is lentoid with the widest section being before and after the stop ridge - where it tapers to form the butt and blade. The blade (measured from the cutting edge to the stop ridge) is 100.4mm long and the width of cutting edge is 69.0mm. The thickness of the blade tip is 2.4mm and the cutting edge is well preserved and still sharp. The maximum thickness of the blade is 17.2mm (measured at a point below the stop ridge; the width at this point is 32.7mm). The upper blade is well preserved. A poorly defined sub-triangular shaped dish is present on both faces - although it is more defined on one edge. This depression is interpreted as a form of shield pattern, although the exterior edges are not decorated / defined with raised ribs. This form of palstave is not commonly looped. However on the edges of the upper blade - slightly below the stop ridge Two raised transverse ribs / swellings are present. The rear part of the axe (from the stop ridge to the butt) is sub-rectangular in plan and irregular in profile; the sides in profile are parallel. In section the butt has an H shaped cross section - although the raised side flanges. The rear section of the palstave measures 76.4mm length and has a maximum thickness 38.0mm. The septum (the area between the flange facets and the stop ridge) is 73.4mm long, and 17.8mm wide and 6.7mm thick. The butt of the axe is complete - it has a slight U shaped notch at the centre of the butt but this is patinated suggesting damage in antiquity. The width at the butt is 27.4mm. The flange facets are broadly sub-triangular (an irregular arc) in shape they are at their highest point prior to the junction with the stop ridge and project onto the upper blade. The stop ridge is set very low and is fused to flanges  - this forms two raised elements to haft the axe by. The facets on each side of the axe differ from one another. The side flange extends to a maximum height of 15.3mm above the septum and the stop ridge is 6.0mm high. The profile of the flanges on one face is slightly irregular with V shaped notches being removed - this is original to the manufacture an dis possibly a casting flaw - all the edges of these notches are patinated. The junction between the septum and stop ridge is crescentic in shape and the base of the septum is slightly hollow - has a U shaped depression. The long edges of the axe have been finished and the remnants of the casting seam have been removed by trimming, filing and hammering. The palstave measures 176.8mm long and weighs 569 grams. The relative heaviness of the axe could suggest a larger than normal degree of lead being added to the alloy.



The palstave is a mid brown colour with a thick well formed patina which covers almost all surfaces of the axe. In a number of places the patina has been removed by active corrosion - where this has occurred a roughened light green coloured metal is present. The patina has been removed on one flange and a bright metallic brass colour has been revealed - this damage is likely to be due to the axe being clipped during its removal from the soil. The axe is remarkably unabraded and the tips of the axe blade are unusually well preserved - this suggests that the axe has never been within upper / active ploughzone.



Similar examples to this palstave can be seen in: Savory, 1980; Catalogue of the Bronze Age collections in the National Museum of Wales; Figs 19-20 cat no 132 Llanfair-mathafarn-eithaf, Anglesey / Yns Mon and 139-142 Chepstow, Glos, Llanddaniel-fab (Anglesey) and Caernarvonshire respectively. Burgess and Schmidt (1981: pp 117-125) explore the dating and known distribution of this form of early palstave which is relatively common in North Wales, The Marches and Cheshire plain.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,569,,,37.8,176.8,1,Peter Reavill,Peter Reavill,North West,Cheshire West and Chester,Cheshire West and Chester,Bickley,SJ5347,From finder,53.018223,-2.702068,HESH-204CC1,,HESH204CC1.jpg,Bronze Age: Palstave,Birmingham Museums Trust,Attribution-ShareAlike License,https://finds.org.uk/images/yviea/HESH204CC1.jpg,https://finds.org.uk/images/thumbnails/1032403.jpg
550553,Awl,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Late Bronze Age copper alloy awl in quite fresh conditon, with sub-square to round-sectioned blade and square to rectangular-section tang. Length 85mm. Maximum width 6.5mm. Weight 12.6g. c.1000 - c.700 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2013-02-20T00:00:00Z,2013-02-20T00:00:00Z,,,12.6,,,,85,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,Breckland,Roudham and Larling,TL9889,Generated from computer mapping software,52.463032,0.913145,NMS-477697,,31402_477697_BA_Awl.jpg,Late Bronze Age Awl,Norfolk County Council,Attribution-ShareAlike License,https://finds.org.uk/images/mchesterkadwell/31402_477697_BA_Awl.jpg,https://finds.org.uk/images/thumbnails/425090.jpg
550944,Awl,Bronze Age,Bronze Age,,-1150,-600,"A Late Bronze Age cast copper alloy awl. The awl, which expands in width to 4.33 in its centre, has one circular section terminal, the other end being flattened and rectangular in section, presumably for hafting.",,4,Copper alloy,,Returned to finder,Metal detector,2012-09-14T23:00:00Z,,,,3.65,,,,45.38,1,Margaret Broomfield,Margaret Broomfield,South West,Wiltshire,Wiltshire,All Cannings,SU0763,GPS (from the finder),51.366022,-1.900839,SUR-8A4D82,,12-1426.JPG,Bronze Age: Awl,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/12-1426.JPG,https://finds.org.uk/images/thumbnails/426634.jpg
