PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
927674,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1275,-1150,"Fragment of a cast copper alloy side-looped palstave, with just the upper butt end that would have been hafted remaining. The fragment is broken just above the stop ridge which would have stopped the wooden haft on both sides, and is missing its blade so it is difficult to classify, but from the shape and the side loop it likely dates from the Penard phase (c.1275-1150 BC) of the Middle Bronze Age. The broken edge is rectangular in section with the bases of the worn flanges, 4 mm in height, on both sides of the palstave and the butt is narrow and parallel-sided blade between these flanges in plan. The flanges taper as they move towards the butt end where they are flush with the surface. The blade would have expanded slightly below the missing stop ridge and terminated in a crescentic blade edge. The remains of half of the side loop project outwards 9 mm from the surface of one side of the palstave and the loop is 15 mm long. The surface of the blade is damaged and pitted but some smooth layers of mid-green patina have developed and there are patches of light green bronze disease.



If the stop ridge was squared off, perpendicular to the parallel-sided low flanges, then this butt end was probably part of a side-looped Transitional Type palstave, but we do not know if the blade was plain or decorated.



Schmidt & Burgess (1981) illustrate similar palstaves with low side flanges, parallel sides and squared-off stop ridges from Yorkshire and Denwick in Northumberland in plates 62 & 64, nos.859 & 880, which are classified as Transitional Palstaves and dated from the Penard phase of the Middle Bronze Age.



Knight, Ormrod & Pearce (2015) illustrate a palstave with a side loop and a squared-off stop ridge from Christchurch, Dorset on p.93, pl.20, no.228, which is dated from the Penard phase of the Middle Bronze Age.",,4,Copper alloy,,Returned to finder,Metal detector,2018-03-25T00:00:00Z,2018-03-25T00:00:00Z,,,83.17,,,16,44,1,Anna Tyacke,Anna Tyacke,South West,Cornwall,Cornwall,St. Endellion,SW9978,GPS (from the finder),50.56708904,-4.83965934,CORN-5E5944,,DSCN6981.JPG,side-looped palstave (plan),Royal Institution of Cornwall,Attribution License,https://finds.org.uk/images/atyacke/DSCN6981.JPG,https://finds.org.uk/images/thumbnails/1044482.jpg
928193,Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"A fragment of a copper alloy socketed axehead of late Bronze Age date, c. 1000 - 800BC. The fragment is the blade end of the axehead which is trapezoidal in shape with a worn cutting edge and flared rounded corners. The cross-section is rectangular and the breaks are old and worn.



The metal has a dark green patina and is worn. The fragment is 49.9mm long, 35.8mm wide, 15.3mm thick and weighs 55.9g.



Due to the incomplete nature of the axehead it is not possible to ascribe it to a particular type series and it has therefore been dated broadly as late Bronze Age in date circa 1000 - 800BC.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,55.9,,,15.3,49.9,1,Rebecca Griffiths,Rebecca Griffiths,Yorkshire and the Humber,East Riding of Yorkshire,East Riding of Yorkshire,Burton Fleming,TA0772,GPS (from the finder),54.13271802,-0.36390804,YORYM-82C3F7,,RJ0136.jpg,Bronze Age : Axehead,York Museums Trust,Attribution License,https://finds.org.uk/images/bmorris/RJ0136.jpg,https://finds.org.uk/images/thumbnails/1037051.jpg
928210,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1400,-1250,"A complete and hardly worn cast copper alloy socketed and side looped spearhead dating to the Taunton phase of the Middle Bronze Age date (c. 1400-1250 BC). The spearhead has a short but slender kite-shaped blade with rounded shoulders. The edges are bevelled and the blade is still very sharp. Fine filing or polishing striations can be seen all over both sides of the blade. The socket is circular and tapers from the open mouth in to the shaft between the blade's wings. There are two lozenge-shaped, undrilled 'loops' located equidistantly between the socket mouth and the blade. The mouth of the socket has slight damage in three areas, and a small hole (a casting flaw?) can be seen below one of the 'loops'. There are fine linear filing or finishing striations all over the length and circumference of the socket. These lines have been created by filing from opposing angles which has created triangular and cross-hatched patterns. Around the 'loops' are striations that follow the shape of each lozenge and overlies the cross-hatching, showing the filing of the loops was one of the last processes to be undertaken. Overall the spearhead is in extremely good condition. It appears to have no wear on it and it is possible it was made to be a votive deposit rather than a functional item.

A small number of similar spearheads with undrilled loops have recently been recorded from across Oxfordshire; from Kingston Bagpuize (BERK-5BCE29), from Cherwell (BERK-D20304), Bampton (BERK-44F126) and another example found in AD 1871 in Fyfield now in the Ashmolean Museum (accession number Ash.M 1927.2706). It would be interesting to compare these examples.

The socket diameter is 19.3mm with an internal diameter of 16.8mm.",,4,Copper alloy,,Returned to finder,Metal detector,,,,Wendlebury #1,72.1,,16.8,,158,1,Anni Byard,Anni Byard,South East,Oxfordshire,Cherwell,Wendlebury,SP5619,From finder,51.86677597,-1.18810963,OXON-838037,,2018655.jpg,Bronze Age spear: Socketed spearhead,Oxfordshire County Council,Attribution License,https://finds.org.uk/images/abyard/2018655.jpg,https://finds.org.uk/images/thumbnails/1035907.jpg
928301,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1400,-800,"A fragment of the tip of a late middle to late Bronze Age socketed spear, 39.9mm in length. The blade is narrow and was originally probably leaf shaped. It has a pronounced rib with lozengiform cross sectional profile 8.7mm thick. Possibly of pegged or looped type. Circa 1400 BC - 800 BC.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,11.3,,,8.7,39.9,1,Simon Maslin,Simon Maslin,South East,Buckinghamshire,Aylesbury Vale,Pitstone,SP9316,From finder,51.83487775,-0.65168813,SUR-BB2595,,SURBB2595.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURBB2595.jpg,https://finds.org.uk/images/thumbnails/1036084.jpg
928422,Button,Bronze Age,Bronze Age,IRON AGE,-900,43,"A probable Late Bronze Age to Iron Age copper alloy button, dating to c. 900 BC - AD 43. The button is discoidal, with two concentric circular recessed bands and a pellet at the centre. The vestigial remains of a probable loop project from the reverse.



Dimensions: diameter: 19.2mm; thickness; 4.7mm; weight: 4.37g.



cf. BH-E9F0E9 and WMID-498A82 on this database. Read (2005: 1) no. 2, described as a button-like object.",,3,Copper alloy,,Returned to finder,Metal detector,,,,,4.37,,19.2,4.7,,1,Jane Hanbidge,Jane Hanbidge,South West,Wiltshire,Wiltshire,West Tisbury,ST9127,,51.04228202,-2.12974933,WILT-BF5B3E,,WILTBF5B3E.jpg,WILT-BF5B3E,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/sophaw123/WILTBF5B3E.jpg,https://finds.org.uk/images/thumbnails/1050692.jpg
928505,Awl,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"A complete possible Bronze Age Awl, potentially dating to c 1150 - 800 BC. It consists of a metal rod, rectangular in cross section, with a wedge shaped, round ended, terminal at one end, and a pointed end at the other. The rod tapers towards each end.



Dimensions: 44.4mm in length; c 5mm x c 4mm across the section. It weighs 3.42g.



It is difficult to date such a non-diagnostic item, and although it might possibly be Bronze Age in date (as may be suggested by the patina) it could equally be later. cf. DOR-3F8E48 for similar object recorded on this database.",,3,Copper alloy,,Returned to finder,Metal detector,,,,,3.42,,,,44.4,1,Jane Hanbidge,Jane Hanbidge,South West,Wiltshire,Wiltshire,West Tisbury,ST9127,,51.04228202,-2.12974933,WILT-C19C91,,WILTC19C91.jpg,WILT-C19C91,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/sophaw123/WILTC19C91.jpg,https://finds.org.uk/images/thumbnails/1051525.jpg
928573,Knife,Bronze Age,Bronze Age,BRONZE AGE,-1800,-800,"
Copper alloy Bronze Age blade fragment. This is the tip of the blade and has a low oval cross-section with tapered blades on either side. The front profile narrows to the tip where there is a rounded point. The back end is truncated making it making it difficult to be certain whether this item is from a spear of knife, although the latter is the most likely. This artefact dates to the middle to late Bronze Age.
",,4,Copper alloy,,Returned to finder,Metal detector,2016-05-31T23:00:00Z,2018-09-27T23:00:00Z,,,6.38,,,4,26,1,Kurt Adams,Kurt Adams,South West,Wiltshire,Wiltshire,Shrewton,SU0843,From finder,51.18617291,-1.88691593,GLO-D1F7C5,,GLOD1F7C5.jpg,,Bristol City Council,Attribution License,https://finds.org.uk/images/kadams/GLOD1F7C5.jpg,https://finds.org.uk/images/thumbnails/1036406.jpg
928585,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1100,-800,A fragment of a Late Bronze Age socketed axe that consists of the blade and the base of the socket. The break is ancient and irregular. The blade has a very low curved forward edge which is heavily corroded. Behind the blade the surface of the axe is in excellent condition with a dark green patina that has a series of shallow striation that run up from the blade on the top and bottom edge that are probably formed from use or sharpening. The casting seam is visible but has been filed down. The socket at the rear is oval 33mm long by 5mm wide and 5mm deep,,3,Copper alloy,,Returned to finder,Metal detector,2016-04-30T23:00:00Z,2018-08-31T23:00:00Z,,,24.56,,,10,23,1,Kurt Adams,Kurt Adams,,,,,,,,,GLO-D25970,,GLOD25970.jpg,,Bristol City Council,Attribution License,https://finds.org.uk/images/kadams/GLOD25970.jpg,https://finds.org.uk/images/thumbnails/1036403.jpg
928993,Razor,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Late Bronze Age razor, of Piggott (1946) class 1, Leaf-shaped blade of very thin sub-lenticular section with a very slight mid-rib and chamfer for the cutting edges, a sub-rectangular sectioned shank or handle terminates in a flattened spatula. All surfaces appear to be hammered after casting (work hardening?) and smoothly finished, also cf. Watson, P.J. Catalogue of British and European Metalwork in Birmingham City Museums 1993 BAR British Series: 233, p. 10, no.76, although this example has a hooked tang.",,3,Copper alloy,,Returned to finder,Metal detector,2018-09-26T23:00:00Z,2018-10-31T00:00:00Z,,,13,,,2.25,97,1,Jason Gibbons,Jason Gibbons,Eastern,Norfolk,South Norfolk,Carleton Rode,TM1093,From finder,52.49446133,1.092033,NMS-EAED71,,63017_EAED71_BA_Razor.jpg,Bronze Age Razor,Norfolk County Council,Attribution License,https://finds.org.uk/images/norfolkarcher1/63017_EAED71_BA_Razor.jpg,https://finds.org.uk/images/thumbnails/1036526.jpg
929024,Razor,Bronze Age,Bronze Age,BRONZE AGE,-1400,-800,"A copper alloy razor of Middle to Late Bronze Age date. The blade is sub rectangular and tapers slightly to a truncated end. It has a low central mid-rib on both faces with a thinned cutting edge along the outer edge on both sides. At the opposite end to the break, the blade narrows into a trapeziodal pierced tang. The tang has a circular attachment hole with an incised framing line around it on one face. The end of the blade has been bent backwards.

Date: Middle Bronze Age to Late Bronze Age: 1400 BC - 800 BC

Dimensions: 68.6 mm x 24.15 mm x 0.18 mm

Weight: 13.63 g



A similar object is recorded on the PAS database: SUR-E3AEB2",,4,Copper alloy,,Returned to finder,Metal detector,,,,,13.63,,,0.18,68.6,1,Ciorstaidh Hayward Trevarthen,Lucy Bevan,South West,Dorset,West Dorset,Puddletown,SY7494,From finder,50.74501772,-2.36986969,DOR-EBFA4D,,DOREBFA4D.jpg,,All rights reserved,Attribution License,https://finds.org.uk/images/lucybev/DOREBFA4D.jpg,https://finds.org.uk/images/thumbnails/1036441.jpg
929203,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Late Bronze Age socketed axe, double mouth moulding, of which the upper is more prominent while the lower is little more than a low ridge from whic springs a loop on one side of the body. Descending from the lower moulding on both faces are four raised ribs in two groups of two separated by a central gap, and curved and tapering to follow the outer edge and die out just beyond the mid-point. The sides of the body flare gently to the axe's widest point at the cutting edge. Casting flashes are prominent along both sides and along the loop. Slight damage on the otherwise relatively sharp cutting edge. There is and irregular perforation near the mid-point on one face (secondary damage, 11 x 8mm). Length 103mm. Blade width 51mm. Weight 151.24g. 1000-800 BC.",,4,Copper alloy,,Returned to finder,Chance find during metal detecting,2018-10-08T23:00:00Z,2018-11-12T00:00:00Z,,,151.24,,,,103,1,Steven Ashley,Steven Ashley,,Norfolk,King's Lynn and West Norfolk,Pentney,TF7312,,52.67807888,0.55756371,NMS-00FC20,,62903_00FC20_LBA_SocketedAxe_ILL.jpg,Late Bronze Age socketed axe,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/62903_00FC20_LBA_SocketedAxe_ILL.jpg,https://finds.org.uk/images/thumbnails/1155165.jpg
929427,Chisel,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"Late Bronze Age copper alloy tanged chisel dating to the period c. 1150 - 800 BC. The tapering rectangle-sectioned tang exhibits some damage at the tip, but appears to be intact. It expands from 2.5mm in width and 1.8mm in thickness at the tip to 7.5mm in width and 6.4mm in thickness just above the collar. The collar is sub-oval in cross-section and is 13mm in width and 10.8mm in thickness. Below, the blade tapers to a width of 9.4mm before flaring out to 26.1mm at the shallowly curved cutting edge which is now blunt, probably due to post-depositional damage. The chisel exhibits a smooth dark brown patina with patches of dark green.",,3,Copper alloy,,Returned to finder,Metal detector,2018-09-15T23:00:00Z,2018-09-15T23:00:00Z,,,16.9,,,10.8,75.2,1,Julie Shoemark,Julie Shoemark,Eastern,Norfolk,South Norfolk,Ashwellthorpe and Fundenhall,TM1296,GPS (from the finder),52.52061806,1.12335729,NMS-5059F9,,60255_5059F9_BA_Chisel.jpg,Late Bronze Age tanged chisel,Norfolk County Council,Attribution License,https://finds.org.uk/images/norfolkarcher1/60255_5059F9_BA_Chisel.jpg,https://finds.org.uk/images/thumbnails/1041863.jpg
929682,Rapier,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1100,"Incomplete copper-alloy rapier dating to the middle Bronze Age (1500 - 1100 BC). The object has a lozenge-shaped sectioned narrow blade which widens at the haft end, narrowing at two semi-circular indents which are the remains of rivet holes, and terminating in a sub-rectangular extension. The object is extremely worn and the tip of the blade is missing, leaving an abraded broken edge. The object has a green patina. It is 152.24mm in length, 30.62mm at maximum width and 6.70mm in thickness. It weighs 47.34g.



Similar examples have been recorded on the database, including: SUR-B671B3, DENO-6E1928, DENO-1D2B92 and CPAT-633D63.",,3,Copper alloy,,Returned to finder,Metal detector,,,,,47.34,,,6.7,152.24,1,Miss. Lydia Prosser,Miss. Lydia Prosser,,,,,,,,,LANCUM-6693B2,,LANCUM6693B2.jpg,Copper-alloy dagger,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/lydiaprosser/LANCUM6693B2.jpg,https://finds.org.uk/images/thumbnails/1037039.jpg
929684,Axe,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"Incomplete copper alloy fragment of the tip of a Bronze Age axe dating to c. 1,500 - 800 BC . No further details recorded.",,4,Copper alloy,,Returned to finder,Metal detector,2017-12-23T00:00:00Z,,,Metal Detectives Xmas Dig 2017,2.2,,,,,1,Dr. Lindsey Smith,Dr. Lindsey Smith,South East,Oxfordshire,West Oxfordshire,"Aston, Cote, Shifford and Chimney",SP3602,GPS (from the finder),51.71558011,-1.48031461,BERK-669BCE,,,,,,,
