PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
819795,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"A fragment of the tip of a cast copper alloy socketed spearhead of the stepped type, dating from Late Bronze Age, (1150 - 800 BC). The edges of the spear are worn and pitted, and there is some corrosion to the surfaces. The two faces of the spear head have differing patina; one side has a brown patina, while the other has a blue-green colouring. This is most likely due to conditions within the soil and probably because the spearhead has only recently been dislodged from its original context.",,4,Copper alloy,,Returned to finder,Metal detector,2016-10-22T23:00:00Z,,,,17.6,,,9.1,56.1,1,Anni Byard,Anni Byard,South East,Oxfordshire,Vale of White Horse,Kingston Bagpuize with Southmoor,SU4095,GPS (from the finder),51.65237486,-1.42321913,BERK-ACE008,,2016624.jpg,Bronze Age spear: Socketed spear head,Oxfordshire County Council,Attribution License,https://finds.org.uk/images/abyard/2016624.jpg,https://finds.org.uk/images/thumbnails/595873.jpg
820129,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,,,"An incomplete copper alloy Bronze Age socketed axehead covered in the characteristic green patina of bronze artefacts. The axehead has a rectangular cross-section with straight edges flaring at 1 centimetre from the edge. The edge is damaged indicating use, and three ridges are very worn, but just still visible on one side. A small bump near the neck is likely to have been the remains of the loop.",,3,Copper alloy,,Returned to finder,Metal detector,,,,,,,,3,79,1,,,,Pembrokeshire,,,SM7929,,51.91556048,-5.21487568,DYFED-ED531A,,BronzeAgeaxhead.jpg,,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/mpage/BronzeAgeaxhead.jpg,https://finds.org.uk/images/thumbnails/594218.jpg
820487,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1150,"A Middle Bronze Age copper-alloy palstave axe, complete save for most of the side loop. The axe measures 167mm and the width of the blade is 60mm. The weight is 500g. The axe has a central ridge on the blade and short raised triangular decoration below the stop ridge. The length of the septum is 67.75mm. Original surfaces survive best on the septum; elsewhere the surfaces are much pitted. There is a slight ridge above the blade on both sides indicating a change of angle due to sharpening.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,500,,,34.58,167.2,1,Margaret Broomfield,Margaret Broomfield,Eastern,Suffolk,Suffolk Coastal,Walpole,TM3774,GPS (from the finder),52.31291469,1.47557166,-SUR 46351.00,,161575.jpg,Bronze Age: Palstave axe,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/161575.jpg,https://finds.org.uk/images/thumbnails/595772.jpg
820649,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2000,-1750,"A very worn tongue-shaped fragment of copper alloy comprising the butt of an early Bronze Age flat axe dating to c.2000-1750BC. The butt has slightly raised edges.



Peter Reavill comments:



This may be a fragment of an Aylesford / Brandon type developed flat axe with hand raised sides - EBA III ish would be my guess. It could potentially also be a Migdale flat axe.",,3,Copper alloy,,Returned to finder,Metal detector,,,,,16.86,,,4.73,33.91,1,Margaret Broomfield,Margaret Broomfield,South East,Surrey,Reigate and Banstead,"Chipstead, Hooley and Woodmansterne",TQ2857,GPS (from the finder),51.29774631,-0.16544339,SUR-14CAFD,,161603.jpg,Bronze Age: Flat axe fragment,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/161603.jpg,https://finds.org.uk/images/thumbnails/596514.jpg
820834,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2000,-1700,"A complete Early Bronze Age cast copper-alloy undecorated developed flat axe (c. 2000-1700 BC): This implement is sub-rectangular in plan with an expanded crescent shaped blade. The butt, in plan, is complete with a rounded terminal. 



The side view of the axe is a sub pointed oval with both terminals tapering. The long edges on the sides are slightly bevelled, leaving a subtle rectangular central band at the apex and therefore forming a slightly bulging profile.



In cross section the body of the axe has a slight H-shape as the side edges of the axe have been raised by hand hammering to form slight flanges, and therefore forming a curved sloped to the base of the spetum. The depth between the height of the flanges and base of the centre of the spetum is 0.64mm. The flanges appear to have been cast and probably augmented by hammering. There is no decoration present and the casting flanges have been trimmed filled and hammered flat. 



On both faces of the axe there is a slight bump / rib / proto-stop ridge, measuring 46.43mm from the apex of the butt. There is a median bevel when the blade starts to taper from the body of the axe and it measure 80.46mm from the apex of the butt to the median bevel. The median bevel is visible on both faces and is angular. 



On one face the space between the bump/rib-stop and the median bevel there are slight hammer mark traces forming a subtly mottled surface. The other face has active corrosion and a corrosion product adhered to the surface so any hammer marks are not visible. 



The blade tip flares outwards from the body forming a concave hollow. The blade appears to be symmetrical. There is no obvious cutting edge bevel towards the blade edge, although it does tapers giving a slightly blunt edge. 



The surface of the axe, with the exception of the corroded areas, has a well-developed, shiny mottled dark green to dark grey patina. When the surface is reflected in a good light there is a hint of a shiny fine grey glittery surface which is likely to be due to leaching of the alloys in the burial environment where the tin element is better preserved.



The axe measures 100.75mm in length, 58.89mm in width, 10.93mm thick and weighs163.1g.



The axehead is best described as coming from the later phases of the Early Bronze Age (EBA III) of metalworking stage IV-V (more likely V) specifically within the developed flat axe tradition which corresponds to Needham's (1996) Period 3 circa 2000 - 1700 CAL.BC. 



This axe is very similar to a number of examples specifically from the type: Brandon. These are described by Burgess and Schmidt in Catalogue of the Axes in Northern Britain as: being ""notably smaller than other advanced flat axes, usually under 130mm length. They have straight parallel or near parallel sides which curve out suddenly just above the blade to a widely expanded crescentic cutting edge.",,4,Copper alloy,,Returned to finder,Metal detector,2016-05-15T23:00:00Z,2016-08-15T23:00:00Z,,,163.1,,,10.93,100.75,1,Angie Bolton,Angie Bolton,West Midlands,Warwickshire,Stratford-on-Avon,Sambourne,SP0761,From finder,52.2471376,-1.89889148,WAW-2779F8,,WAW2779F8.jpg,"Bronze Age axe (profile, plan, profile and plan).",Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/abolton/WAW2779F8.jpg,https://finds.org.uk/images/thumbnails/595682.jpg
821339,Scabbard,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"Copper alloy tongue shaped sword scabbard chape that dates to the late Bronze Age (1150-800 BC). This has a subtriangular top half with convex sides that extends into an elongated base that has tapering concave edges. The mouth of the chape is lozenge in form; the long side of the aperture has a deep U-shaped notch in the centre and extended sides that that from two tapering upward projecting arms that would have ran parallel with the scabbard, one arm is truncated. A pronounced central rib runs down the length of both faces and ends at the base where there is an oval disc with chamfered sides. In the centre of the rib is a hole that passes from one side to the next and may have been a rivet hole to secure the chape onto the scabbard.



There are small holes over the whole surface which is a defect in the casting process.



Similar types of artefacts are recorded on the database at SOMDOR-9ADF54",,3,Copper alloy,,Returned to finder,Metal detector,2016-04-30T23:00:00Z,2016-08-31T23:00:00Z,,,55.51,,,14,96,1,Kurt Adams,Kurt Adams,South West,South Gloucestershire,South Gloucestershire,Hanham Abbots,ST6570,From finder,51.4279168,-2.50481255,GLO-7C86FA,,GLO7C86FA.jpg,GLO-7C86FA Bronze Age tongue shaped sword scabbard chape,Bristol City Council,Attribution License,https://finds.org.uk/images/kadams/GLO7C86FA.jpg,https://finds.org.uk/images/thumbnails/594958.jpg
821382,Dagger,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1100,"A late Middle to early Late Bronze Age (1500 - 1100 BC) copper alloy dirk. The butt is trapezoid in form with shoulders that curve inwards to the narrow blade. Two rivet holes to the bottom of either side would secure the hilt in place, both of which still retains its rivet; the rivet is 16mm long with a 9mm diameter and has a slightly expanded domed head at either terminal. The sides of the blade are straight and gradually taper to the point, running down the length of the blade on both sides is a very low central spine. Post depositional corrosion has resulted in shallow notches being removed from the side of the blade and much of the edge of the butt, plus small patches of active bronze disease are present, but otherwise this item is in very good condition with a light green patina over most of the artefact.



Dirks and rapiers of this style are classified as belonging to Group 2 in Burgess, C., and Gerloff, S. 1981, 'The Dirks and Rapiers of Great Britain and Ireland'.",,4,Copper alloy,,Returned to finder,Metal detector,2016-10-31T00:00:00Z,2010-12-01T00:00:00Z,,,89.71,,,3,197,1,Kurt Adams,Kurt Adams,South West,North Somerset,North Somerset,Winford,ST5461,From finder,51.34620906,-2.66185236,GLO-7EFE1A,,GLO7EFE1A.jpg,GLO-7EFE1A Bronze Age Dirk,Bristol City Council,Attribution License,https://finds.org.uk/images/kadams/GLO7EFE1A.jpg,https://finds.org.uk/images/thumbnails/595001.jpg
821460,Rapier,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1001,"Abraded and slightly bent fragment from near the tip of a Middle Bronze Age copper alloy rapier blade, both ends broken and both cutting edges lost in antiquity. Extant length, width and thickness 50.2, 11.6 and 2.8mm. Weight 6.51g. 



Field JO11",,4,Copper alloy,,Returned to finder,Metal detector,2016-08-18T23:00:00Z,2016-10-26T23:00:00Z,,,6.51,,,2.8,50.2,1,Andrew Rogerson,Andrew Rogerson,,Norfolk,Breckland,South Lopham,TM0381,Centred on field,52.38937547,0.98178427,NMS-9038DD,,61738_9038DD_MBA_RapierFragment_ILL.jpg,Fragment of a Middle Bronze Age rapier,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/61738_9038DD_MBA_RapierFragment_ILL.jpg,https://finds.org.uk/images/thumbnails/1156102.jpg
821583,Awl,Bronze Age,Bronze Age,ROMAN,-1500,410,A copper-alloy awl of uncertain date due to its undiagnostic form. The awl comprises a sub-rectangular section body which tapers and becomes cicular in section before terminating at each end in a rounded point. The awl measures 63mm in length and a maximum of 6mm in diameter. It weighs 4.35g.,,4,Copper alloy,,Returned to finder,Metal detector,2016-11-06T00:00:00Z,,,,4.35,,6,,63,1,Philippa Walton,Philippa Walton,Eastern,Hertfordshire,North Hertfordshire,Barkway,TL3738,GPS (from the finder),52.02350753,-0.00471241,BH-95619C,,bh95619c.jpg,Roman awl,All rights reserved,Attribution License,https://finds.org.uk/images/pwalton/bh95619c.jpg,https://finds.org.uk/images/thumbnails/608227.jpg
821892,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1001,"Fragment, broken on three sides, from the near the butt end of a Middle Bronze Age copper alloy palstave, with the start of one flange. Extant length and width 22 and 21mm. Thickness 3.1 - 9mm (the latter at the flange). Weight 12.23g. c.1600 - c.1000 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2016-11-15T00:00:00Z,2016-12-12T00:00:00Z,,,12.23,,,9,22,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,King's Lynn and West Norfolk,Marham,TF7110,From finder,52.66075131,0.52697446,NMS-BEDCF4,,24188_BEDCF4_MBA_AxeFragment__a_ILL.jpg,Fragment of a Middle Bronze Age palstave,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/24188_BEDCF4_MBA_AxeFragment__a_ILL.jpg,https://finds.org.uk/images/thumbnails/1155938.jpg
822059,Ingot,Bronze Age,Bronze Age,BRONZE AGE,-1150,-700,"Fragment of a cast copper alloy ingot which would have originally been circular in plan and plano-convex in profile, but this fragment is trapezoidal in plan, and rhomboidal in profile and section, as it comes from the centre of the original ingot. Plano-convex ingots like this one were used during the Late Bronze Age, c.1150-700 BC. The surface of the ingot is pitted and corroded and the sides of the fragment have cavities and bulbous layers from the air bubbles formed during the casting process and typically seen in these bun ingots. There are dark green and coppery brown areas and lighter green patches but no active bronze disease. Similar ingot fragments have been found in metalworkers hoards in Cornwall dating from the Late Bronze Age, most recently in a hoard (2016 T20) from St Levan (CORN-E8DF11) and in another hoard (2012 T570) from St Buryan (CORN-37D710), which were found with socketed axes that date from the Ewart Park phase (c.950-850 BC) of the Late Bronze Age.



Pearce (1983) illustrates similar ingots with rectangular profiles from Mountbatten, Plymouth on page 451, plate 36, no.281t, which were found with other Late Bronze Age metalwork, and an ingot fragment from Churston Ferrers, Torbay on page 457, plate 40, no.306a, which are parts of larger plano-convex ingots.



Knight, Ormrod & Pearce (2015) illustrate a similar ingot fragment from Churston Ferrers in Devon on page 79, pl.6, no.123b (see DEV-D9F1E2), which is dated from the Ewart Park phase of the Late Bronze Age.","Results of XRF analysis by Dr. Chris Bryan at Camborne School of Mines:



77% copper (but probably quite pure as almost 20% of the reading were recorded as anomalies which include gasses and not inclusions)



1.4% tin



0.7% lead



0.5% silver



0.17% iron



0.15% arsenic



0.14% antimony



This is typical of readings taken from other individual Late Bronze Age ingots and also those in the hoards mentioned above.",4,Copper alloy,,Returned to finder,Metal detector,2016-11-20T00:00:00Z,2016-11-20T00:00:00Z,,,509.3,35,,35,72,1,Anna Tyacke,Anna Tyacke,South West,Cornwall,Cornwall,Gweek,SW7026,From finder,50.08948628,-5.21680296,CORN-3B10A7,,DSCN4215.JPG,ingot fragment (plan),Royal Institution of Cornwall,Attribution License,https://finds.org.uk/images/atyacke/DSCN4215.JPG,https://finds.org.uk/images/thumbnails/595480.jpg
822060,Ingot,Bronze Age,Bronze Age,BRONZE AGE,-1150,-700,"Incomplete cast copper alloy ingot which would have originally been circular in plan and plano-convex in profile, but this ingot is square in plan, triangular in profile, and rectangular in section, as it comes from one edge of the original ingot. Plano-convex ingots like this one were used during the Late Bronze Age, c.1150-700 BC. The surface of the ingot is pitted where air bubbles formed during the casting process and the sides of the fragment have cavities typically seen in these bun ingots. There is a large rectangular rim and recess on one face which could potentially represent a socket that has been melted into the ingot, perhaps from a socketed knife. There are also two rivets that have not melted into the ingot and have cavities around them, and two cavities in the form of blades on the other side of the ingot, perhaps from the ends of chisels. The XRF data below in the notes field indicates this ingot is largely copper, which would add some doubt to the possibility of this ingot having been melted from other objects (Matt Knight pers comm). But perhaps these objects have separated away from the ingot and retained their shape because the copper alloy weapons and tools would melt at a higher temperature than the pure copper ingot and must have been added to the metal for the original ingot (Martin Page pers comm).There are dark green and coppery brown areas and light green patches of bronze disease. Similar ingot fragments have been found in metalworkers hoards in Cornwall dating from the Late Bronze Age, most recently in a hoard (2016 T20) from St Levan (CORN-E8DF11) and in another hoard (2012 T570) from St Buryan (CORN-37D710), which were found with socketed axes that date from the Ewart Park phase (c.950-850 BC) of the Late Bronze Age.



Pearce (1983) illustrates similar ingots with rectangular profiles from Mountbatten, Plymouth on page 451, plate 36, no.281t, which were found with other Late Bronze Age metalwork.



Knight, Ormrod & Pearce (2015) illustrate a similar plano-convex ingot from Marldon in Devon on page 79, pl.6, no.146a (see DEV-677584). Also see the ingots recorded in DEV-D9F1E2 (2011T441) which are dated from the Ewart Park phase of the Late Bronze Age.","Results of XRF analysis by Dr. Chris Bryan at Camborne School of Mines:



74% copper (but probably quite pure as 25% of the reading were recorded as anomalies which include gasses and not inclusions)



0.3% iron



0.2% tin



0.08% arsenic



This is typical of readings taken from other individual Late Bronze Age ingots and also those in the hoards mentioned above.",4,Copper alloy,,Returned to finder,Metal detector,2016-01-28T00:00:00Z,2016-01-28T00:00:00Z,,,1700,35,,35,103,1,Anna Tyacke,Anna Tyacke,South West,Cornwall,Cornwall,St. Levan,SW3922,Generated from computer mapping software,50.0407786,-5.64658868,CORN-3B4CCE,,DSCN4222.JPG,ingot (plan),Royal Institution of Cornwall,Attribution License,https://finds.org.uk/images/atyacke/DSCN4222.JPG,https://finds.org.uk/images/thumbnails/595476.jpg
