PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
780319,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-700,"
A small worn fragment of a Middle to Late Bronze Age copper-alloy spearhead.
",,4,Copper alloy,,Returned to finder,Metal detector,,,,,9.26,,,8.09,13.71,1,Margaret Broomfield,Margaret Broomfield,South West,Wiltshire,Wiltshire,Amesbury,SU1642,GPS (from the finder),51.17701467,-1.77249601,SUR-DE2186,,16318.jpg,Bronze Age: Spearhead,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/16318.jpg,https://finds.org.uk/images/thumbnails/568438.jpg
780686,Spear,Bronze Age,Bronze Age,BRONZE AGE,-900,-800,"An incomplete copper alloy Late Bronze Age spearhead (c.900-c.800 BC), missing a fragment from the rim of its socket. The spearhead has a flame-shaped blade with a stepped, bevelled edge cast into the blade. It has two cast peg holes through the centre of its socket which is conical. As the socket tapers, it forms the midrib.



The rim of the socket is broken; an old break, possibly caused by the 'ritual killing' of the spear (a common practice in the Bronze Age). The edge of the blade has suffered some erosion and there is a small dent in the midrib, but otherwise the spearhead is in perfect condition. It has a smooth, shiny, dark green patina. There is no evidence on the object to suggest that spear was used prior to deposition.



The shape of the spearhead fits into Richard Davis' Class 11a (2015) and dates to the period c.1100-c.800 BC. However, this type of spearhead arrived later in Nottinghamshire and is more likely to date to c.900-c.800 BC.",,3,Copper alloy,,Acquired by a museum - not a Treasure case,Metal detector,2015-12-01T00:00:00Z,2016-01-31T00:00:00Z,,,112.21,,,26.3,172,1,Alastair Willis,Alastair Willis,East Midlands,Nottinghamshire,Newark and Sherwood,Rufford,SK6362,Generated from computer mapping software,53.15142036,-1.05941975,DENO-F70BF6,,DENOF70BF6.jpg,Late Bronze Age Spearhead,Derby Museums Trust,Attribution License,https://finds.org.uk/images/awillis/DENOF70BF6.jpg,https://finds.org.uk/images/thumbnails/565017.jpg
780726,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1200,-800,"The tip of the blade of a Bronze Age copper-alloy spearhead with a pronounced central ridge. Probably dating from the later Middle Bronze Age or the Late Bronze Age, that is c. 1200-800BC. The end of the socket appears at the break and is 7mm deep.",,4,Copper alloy,,Returned to finder,Metal detector,2016-01-01T00:00:00Z,,,,10.05,,,8.65,38.38,1,Margaret Broomfield,Margaret Broomfield,South East,West Berkshire,West Berkshire,Aldworth,SU5481,From a paper map,51.52534027,-1.22302357,SUR-F7C193,,16369.jpg,Bronze Age: Spear,Surrey County Council,Attribution License,https://finds.org.uk/images/margaretb/16369.jpg,https://finds.org.uk/images/thumbnails/568182.jpg
780755,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1200,"A very worn blade fragment, 15mm long by 17mm wide, from a Middle Bronze Age copper-alloy sword, possibly a rapier.",,4,Copper alloy,,Returned to finder,Metal detector,2016-02-27T00:00:00Z,,,,3.58,,,3.98,14.75,1,Margaret Broomfield,Margaret Broomfield,South East,Oxfordshire,West Oxfordshire,Minster Lovell,SP3009,From a paper map,51.77886767,-1.56655767,SUR-F8335E,,16379.jpg,Bronze age: Sword,Surrey County Council,Attribution License,https://finds.org.uk/images/margaretb/16379.jpg,https://finds.org.uk/images/thumbnails/568188.jpg
781106,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"A fragment of a Late Bronze Age socketed axehead, dating 1,000-800BC. The blade end is all that remains and is damaged along the edge. A trace of the hollow nature of the object is visible at the break. The metal is a dark brown colour with patches of mid-green patina developing in places. 



Dimensions: length: 29.50 mm; width: 29.61 mm; thickness: 10.19 mm; weight: 16.07g.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,16.07,,,10.19,29.5,1,B. Paites,B. Paites,Eastern,Essex,Chelmsford,Sandon,TL7603,From finder,51.69814845,0.54533525,ESS-1E9061,,ESS1E9061socketedaxe.jpg,"A fragment of a Late Bronze Age socketed axehead, dating 1,000-800BC.",Colchester and Ipswich Museum Service,Attribution License,https://finds.org.uk/images/bpaites/ESS1E9061socketedaxe.jpg,https://finds.org.uk/images/thumbnails/564970.jpg
781349,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"A fragment from a Bronze Age socketed axehead dating to c.1000-800 BC. The fragment comprises a section of the rim of the axe, 16.98mm at its widest, 4.22mm at its narrowest. The rim is flat and narrows towards the body of the axe, starting with a maximum thickness of 5.13mm, tapering down to 1.76mm. The fragment is comprised of two ridges, one is much larger than the other. The patina is a dark green throughout.",,4,,,Returned to finder,Metal detector,,,,,5.36,,,5.13,21.04,1,Fiona Johnstone,Fiona Johnstone,South West,Wiltshire,Wiltshire,Pewsey,SU1757,,51.31186269,-1.75748337,WILT-3398C4,,WILT3398C4.jpg,,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/rhenry2/WILT3398C4.jpg,https://finds.org.uk/images/thumbnails/569085.jpg
781882,Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-750,"Fragment of a cast bronze (copper alloy) socketed axe of Late Bronze Age date (1000 - 750 BC). The fragment comprises part of the blad and part of the socket is visible. The length is 26mm, the width is 14mm thickness 8mm and the weight 5.57g.",,4,Copper alloy,,Returned to finder,Metal detector,2016-01-12T00:00:00Z,2016-01-12T00:00:00Z,,,5.57,,,8,26,1,Stuart Noon,Stuart Noon,Yorkshire and the Humber,East Riding of Yorkshire,East Riding of Yorkshire,Driffield,SE9957,From finder,53.99955279,-0.49118889,LANCUM-8BB5A7,,LANCUM8BB5A7.jpg,,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/snoon/LANCUM8BB5A7.jpg,https://finds.org.uk/images/thumbnails/565364.jpg
781971,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"An incomplete cast copper alloy socketed spearhead (1150 - 800BC). This object is in two pieces, found at different times. The spearhead has a leaf-shaped blade remaing on one side and a pronounced hollow mid-rib extending to the broken tip. The remaining edges of the blade are bevelled. The socket is circular. The mouth of the socket is damaged at one side.  There are remnant s of side loops on both sides of the lower part of the socketed end. There is a large irregular hole on side of the lower part of the socketed end.



Date: Late Bronze Age - 1000 BC - 800 BC

Dimensions: 139.68 mmx x 22.04 mm x 25.35 mm. Thickness of wall - 2.29 mm
Weight: 85.67 g



A silmilar spear is recorded in database record DOR-FD69C8.



There is a difference in the surface colour and condition between the two pieces resulting from surface treatment of the lower section by the finder.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,85.67,,,25.35,139.68,1,Ciorstaidh Hayward Trevarthen,Ciorstaidh Hayward Trevarthen,South West,Dorset,West Dorset,Portesham,SY6386,From finder,50.67248022,-2.52496504,DOR-9A6EE6,,9A6EE6.jpg,Bronze Age spear,Somerset County Council,Attribution License,https://finds.org.uk/images/caht/9A6EE6.jpg,https://finds.org.uk/images/thumbnails/566145.jpg
782914,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2000,-1700,"A complete cast copper alloy flanged (developed) flat axe of later Early Bronze Age date. The axehead is broadly sub rectangular in plan with a splayed crescentic blade which tapers to a thin edge. Along the length of the axe are raised flanges and between them and nearly central is a very faint stop ridge. The flanges are bevelled both above and below the main body of the axe and may have been hammered. The butt end is narrowed and rounded and also tapers to a thin edge. Copper alloy corrosion is more prevalent on one side of the axe with the opposing surface having almost none; this would be as a result of the depositional environment.



The axe appears to be from the Arreton phase of metalworking (stage V), which corresponds to Needham's (1996) Period 3 circa 2000 - 1700 BC.",,3,Copper alloy,,Returned to finder,Metal detector,2015-05-09T23:00:00Z,,,,183,,,14.9,99.2,1,Anni Byard,Anni Byard,South East,West Berkshire,West Berkshire,Lambourn,SU3482,From a paper map,51.53588568,-1.51119771,BERK-0A0DD7,,2015790.jpg,Bronze Age axehead: Developed flat axe,Oxfordshire County Council,Attribution License,https://finds.org.uk/images/abyard/2015790.jpg,https://finds.org.uk/images/thumbnails/566375.jpg
783810,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2000,-1500,"An incomplete cast copper alloy (bronze) flat axe of Early Bronze Age period, dating from c. 2000-1500 BC.



The flat axe is broadly triangular in plan with a splayed crescent shaped blade. In profile it is broadly lentoid, with slight tapering edges. In cross section the axe is a stunted H shape. The butt is relatively thin and appears to have a rounded top, however this has been heavily damaged; the width at the butt is 14.8 mm (thickness: 4.46 mm). The sides of the axe gently expand in width from the butt to above the blade where the sides splay to form the blade. However, the axe is thickest at the mid point (11.03 mm). The sides of the axe have a raised ridge on the outside edge of the obverse and the reverse, with a concave dip (or septum) in the centre. There also appears to be a stop ridge or proto-stop ridge at the mid point of the axe. The sides of the blade expand to produce a crescentic blade edge with an abraded width of 39.7 mm. The tips of the crescent shaped blade have been damaged through either abrasion or wear, as has the blade edge itself. A distinct blade facet is not present. There is no evidence of any form of incised or cast decoration present on any surface of the axe. Casting 'flaws' or air bubbles are present over most of the surface of the flat axehead. The axe is a mid to dark brown in colour colour, with lighter brown colours on the surface, with an uneven surface patina. Abrasion, caused by movement whilst within the ploughsoil, has resulted in a loss of some of the original surface detail.



The axe measures 89.51 mm in length, maximum width at the blade is 39.7 mm, width at the butt is 14.8 mm and it has a maximum thickness of 11.03 mm (Thickness of blade: 4.5 mm, thickness of butt: 4.46 mm). It weighs 86.7 grams.



The axehead is best described as coming from the later phases of the Early Bronze Age and is comparable to Aylesford Type (Schmidt & Burgess, 1981, 60 - 61). These are the earliest of the 'developed' flat axes, and have been found along side Migdale type axes, which would suggest a similar date. These axes fit within metalworking stage IV, which corresponds to Needham's (1996) Period 3 circa 2000 - 1700 CAL. BC. This axe is very similar to those identified as Type Aylesford (Burgess and Schmidt: plate 26B, no 310a).



Reference:



Needham, S. (1996) Chronology and Periodisation in the British Bronze Age. Acta Archaeologia, vol 67, pp121-140



Schmidt, P.K. & Burgess, C.B. 1981. The Axes of Scotland and Northern England. Prahistorische Bronzefunde. Abteilung IX. Band 7. C.H. Beck'Sche Verlagsbuchhandlung, Munchen. p.60-61 (also Plate 26B no 310a).",,3,Copper alloy,,Returned to finder,Metal detector,2015-08-31T23:00:00Z,2015-09-29T23:00:00Z,,,86.7,,,11.03,89.51,1,Helen Glenn,Helen Glenn,West Midlands,Staffordshire,East Staffordshire,Barton-under-Needwood,SK1918,Generated from computer mapping software,52.75927618,-1.71989519,WMID-5DEA89,,WMID5DEA89.jpg,"Early Bronze Age: Flat Axehead (Type Aylesford, Early developed axehead)",Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/hglenn/WMID5DEA89.jpg,https://finds.org.uk/images/thumbnails/566711.jpg
