objectID,userID,objectType,broadperiod,rightCorner,collection,museumCollection,site,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-51186,580,Sword,Bronze Age,VI,"Reading Museum,111:51,T.C.B. Collection",Reading Museum,"Thames,Berks,Headpile Eyot,Bray.,Dredged from Thames above Headpile,Eyot, Sept., 1951.",England,,"Headpile Eyot, Bray, Maidenhead, Windsor And Maidenhead Sl6, Royaume-uni",,,,,9,1951,838.2,,,,Dark green-brown,Good.,,"Length 33""",Bronze.,,"Very good condition although extreme tip is broken. All rivets are in position, although half of one is broken. Edges sharp.",,J. Wymer,Denis Antoine,https://farm2.staticflickr.com/1608/24112120251_c9e5faa5b1_b.jpg,https://farm2.staticflickr.com/1608/24112120251_c9e5faa5b1_b.jpg,https://www.flickr.com/photos/115096994@N02/24112120251,superuser,ThamesSwords
BAI-51191,433,Sword,Bronze Age,IVa,"Private Collection,Mr. J. Kinross,Riding Court, Slough (1930)",Private Collection,"England,Thames,Buckinghamshire,Datchet,R. Thames",England,Berkshire,"Datchet, Slough, Windsor And Maidenhead Sl3, UK",51.4838483,-0.5784291,,,,,576,hilt 49; blade 38,,,,,8,,,,"4 small rivet holes, 2 in grip, 2 with rivets in shoulders. Tongue of midrib ascends grip. Notches on ricasso.",,,Joellen McGann,https://farm2.staticflickr.com/1545/24112117771_0b99896597_b.jpg,https://farm2.staticflickr.com/1545/24112117771_0b99896597_b.jpg,https://www.flickr.com/photos/115096994@N02/24112117771,superuser,ThamesSwords
BAI-51203,433,Sword,Bronze Age,B,"Brentford Public Library,Layton Collection,01339,Now in The London Museum",Museum of London,"England,Thames,London,Wandsworth,Bed of Thames, off Price's factory (in London Clay),December 1844",England,Greater London,"London Borough Of Wandsworth, Greater London, UK",51.45190115,-0.19950823955687000,,,12,1844,514,hilt 45; blade 40,,,Dirty blackish colour. Patina + dark g. bronze.,Slt pitted.,blade 5,,,,"Rivet holes with 2 rivets. Blade bent, hilt welded. Very flat blade.",,Duplicate?,Joellen McGann,https://farm2.staticflickr.com/1444/24112109961_b57c46837a_b.jpg,https://farm2.staticflickr.com/1444/24112109961_b57c46837a_b.jpg,https://www.flickr.com/photos/115096994@N02/24112109961,superuser,ThamesSwords
BAI-51215,433,Sword,Bronze Age,IIIa,"Vize Collection No. 49,Sotheby's No. ?",Private Collection,"England,Thames,Surrey,Kingston (off Old Church),R. Thames,March 1907",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,3,1907,572,"hilt 30.5, 20, 57; blade 35, 46",,574.08,No patina,"Smooth, bronze colour with dark stains",blade 5.75,,,,,,,Joellen McGann,https://farm2.staticflickr.com/1543/24112102241_cd2dfa2365_b.jpg,https://farm2.staticflickr.com/1543/24112102241_cd2dfa2365_b.jpg,https://www.flickr.com/photos/115096994@N02/24112102241,superuser,ThamesSwords
BAI-51216,433,Sword,Bronze Age,,"Collection of the Thames Conservancy,Reading Museum",Reading Museum,"England,Thames,Surrey,Kingston,From the river near Raven's Ait.,April 1932",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,4,1932,443,blade 42,,820,,In good condition with scarcely any corrosion.,,,,,"Bent and broken into three pieces, hilt missing.",,,Joellen McGann,https://farm2.staticflickr.com/1454/24112101521_e794de0dc6_b.jpg,https://farm2.staticflickr.com/1454/24112101521_e794de0dc6_b.jpg,https://www.flickr.com/photos/115096994@N02/24112101521,superuser,ThamesSwords
BAI-51221,433,Sword,Bronze Age,IIa,"Kingston Public Libraru,Gould Collection,now missing at Kingston - David Field 18/10/79 (for at least 15 years)",Kingston Public Library,"England,Thames,Surrey,Kingston,From the Thames",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,,,735,hilt 68; blade 50,,,Black patina with green stains.,,10,,,,"7 rivet holes, 1 rivet. Blade cracked.",,,Joellen McGann,https://farm2.staticflickr.com/1679/24112098121_f0bb91cce9_b.jpg,https://farm2.staticflickr.com/1679/24112098121_f0bb91cce9_b.jpg,https://www.flickr.com/photos/115096994@N02/24112098121,superuser,ThamesSwords
BAI-51227,433,Leaf shaped sword (portion of),Bronze Age,IIc,"Private Collection,W. C. Wells, Esq.,2 May bank Avenue, Sudbury, Harrow,21.6.20",Private Collection,"England,Thames,London,Putney Dock,(6.5.09)",England,Greater London,"Putney, London Sw15, UK",51.4625524,-0.2167462,,6,5,1909,139,"55, 35",,184.27,No patina,"A little rough, bluish grey + bronze colour",8,,,,,,,Joellen McGann,https://farm2.staticflickr.com/1703/24112095761_2d5a2f7355_b.jpg,https://farm2.staticflickr.com/1703/24112095761_2d5a2f7355_b.jpg,https://www.flickr.com/photos/115096994@N02/24112095761,superuser,ThamesSwords
BAI-51239,433,Sword Fragment,Bronze Age,IVA,"In the possession of: Mr. H. Wolfe,16 Cedars Road,Hampton Wick, Kingston-on-Tames,Surrey,8.10.71",Private Collection,"England,Thames,Isleworth",England,Greater London,"Isleworth, Greater London, UK",51.4683558,-0.3263111,,,,,,,,,,,,,,,,,,Joellen McGann,https://farm2.staticflickr.com/1699/24112089161_d7de989aee_b.jpg,https://farm2.staticflickr.com/1699/24112089161_d7de989aee_b.jpg,https://www.flickr.com/photos/115096994@N02/24112089161,superuser,ThamesSwords
BAI-51246,433,Sword,Bronze Age,IV,"Brentford Public Library,Layton Collection, 01355,Now in The London Museum",Museum of London,"England,Surrey,Kent,Sion Reach,Off ""Old England"" above Great Western Docks, toward Surrey side,bed of Thames,8 July 1864",England,Surrey,"Isleworth, Greater London, UK",51.4683558,-0.3263111,,8,7,1864,550,"blade 46, 33; hilt plate 52",,,"Rich green patina, stained with mud.",,"blade 5, hilt 10",,,,Blade bent to a double curve. Top of hilt + point both broken; six small rivet holes with one while rivet + three more broken off. Edge very fine + dented.,,OK,Joellen McGann,https://farm2.staticflickr.com/1654/24112084701_f3e2f43bc0_b.jpg,https://farm2.staticflickr.com/1654/24112084701_f3e2f43bc0_b.jpg,https://www.flickr.com/photos/115096994@N02/24112084701,superuser,ThamesSwords
BAI-51253,433,Sword,Bronze Age,IVa,"Vize Collection, No. 87,Sotheby's No. 50/1",Private Collection,"England,Thames,Middlesex,Teddington (below),from R. Thames,15 Novr. 1906",England,Greater London,"Teddington, Greater London, UK",51.4277844,-0.333653,,15,11,1906,577,"hilt 36, 16, 21, 49.5; blade 43 (widest)",,531.55,Dark green patina,Smooth,blade 6,,,Found near short sword (?) (Vize Coll. 89),"Broken across blade near hilt, but since mended. 3 Rivets + portion of the bone hilt plates remain.",,,Joellen McGann,https://farm2.staticflickr.com/1549/24112080031_82bc30a29b_b.jpg,https://farm2.staticflickr.com/1549/24112080031_82bc30a29b_b.jpg,https://www.flickr.com/photos/115096994@N02/24112080031,superuser,ThamesSwords
BAI-51257,433,Swords,Bronze Age,IIIb,"Brentford Public Library,Layton Collection,01334,Now in the London Museum,Marked 1360?",Museum of London,"England,Thames,Middlesex,Twickenham,Bed of Thames,March 1882",England,Greater London,"Twickenham, Greater London, UK",51.4467444,-0.3281887,,,3,1882,662,hilt 62; blade 50,,,"Remains of brown patina, with lumps of mud adhering + slt. green encrust.",,hilt 11; blade 8,,,,Four large rivet holes one of which is chocked with mud; two rivets one of which is bent. The point is slightly bent.,,,Joellen McGann,https://farm2.staticflickr.com/1492/24112077431_ca77dd9870_b.jpg,https://farm2.staticflickr.com/1492/24112077431_ca77dd9870_b.jpg,https://www.flickr.com/photos/115096994@N02/24112077431,superuser,ThamesSwords
BAI-51270,433,Sword,Bronze Age,IIIa,"Now in London Museum,ex Brentford Public Library,Layton Collection,01370",Museum of London,"Thames (possibly),Exact site unknown, but believed to be from the Thames between Wandsworth and Twickenham.",England,,"London Borough Of Wandsworth, Greater London, UK",51.45190115,-0.19950823955687000,,,,,590,hilt 62; blade 51,,,"Dirty brown, with black stains and patches of oxidization.",,hilt 8; blade 8,,,,Blade slt. bent 230mm from point. Four rivet holes and one long perforation; all the rivets missing.,,,Joellen McGann,https://farm2.staticflickr.com/1563/24112069821_beec0f5821_b.jpg,https://farm2.staticflickr.com/1563/24112069821_beec0f5821_b.jpg,https://www.flickr.com/photos/115096994@N02/24112069821,superuser,ThamesSwords
BAI-51202,433,Sword,Bronze Age,B,"Brentford Public Library,Layton Collection,01339,Now in Londond Museum",Museum of London,"England,Thames,London,Battersea,off Price's factory (in London clay),Bed of Thames,December 1864",England,Greater London,"Battersea, London Sw11, UK",51.465339,-0.1801042,,,12,1864,507,blade 40; hilt 45.5,,,dirty blackish colour + dark golden bronze,slightly pitted,blade 3.5,,,,4 rivet holes - 2 rivets. Blade bent. Metal welded on hilt. A very flat blade.,,,Joellen McGann,https://farm2.staticflickr.com/1452/24086673332_dc990928e3_b.jpg,https://farm2.staticflickr.com/1452/24086673332_dc990928e3_b.jpg,https://www.flickr.com/photos/115096994@N02/24086673332,superuser,ThamesSwords
BAI-51207,433,Leaf Shaped Sword,Bronze Age,IIIc,"Museum of Archaeology, Cambridge",MAA Cambridge,"England,Thames,London,Hammersmith,R. Thames, between Hammersmith Bridget + Crab Tree,15 October 1862",England,Greater London,"Hammersmith, London W6, UK",51.49740025,-0.22532832290105400,,15,10,1862,538,"40 blade; hilt 47.5, 35",,530,Dark shades of brown patina,Smooth but dull,blade 7.5,,,,"Blade is bent in 3 or 4 places. ""Layton"" is scratched on one side of blade","Prehistoric Bronzes, 146. No Catalogue.,Foster Bequest 237. The numbers do not correspond in the catalogue",,Joellen McGann,https://farm2.staticflickr.com/1589/24086670852_403318df67_b.jpg,https://farm2.staticflickr.com/1589/24086670852_403318df67_b.jpg,https://www.flickr.com/photos/115096994@N02/24086670852,superuser,ThamesSwords
BAI-51220,433,Sword,Bronze Age,V,"Kingston Public Library,Roots Collection,754",Kingston Public Library,"England,Thames,Surrey,Kingston,From the Thames",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,,,541,hilt 50; blade 33,,,Green patina mottled.,,8,,,,7 rivet holes. Blade broken into two pieces.,"Surrey Archaeological Colls. LXI, 1964, p. 4, pl. II",,Joellen McGann,https://farm2.staticflickr.com/1593/24086661922_5bd4d19d4d_b.jpg,https://farm2.staticflickr.com/1593/24086661922_5bd4d19d4d_b.jpg,https://www.flickr.com/photos/115096994@N02/24086661922,superuser,ThamesSwords
BAI-51228,433,Leaf Shaped Sword,Bronze Age,IVa,"Herts County Museum, St. Albans,lent by Capt. J. H. Ball, RAF",Hertfordshire County Museum,"England,Thames,London,Putney,Thames",England,Greater London,"Putney, London Sw15, UK",51.4625524,-0.2167462,,,,,482,"hilt plate 39.5, 49; blade 29, 36",,574.07,"Traces of patina, black.",Smooth. Dark golden bronze.,blade 8,,,,In good condition - sharp edges.,,,Joellen McGann,https://farm2.staticflickr.com/1618/24086658542_de1acb231a_b.jpg,https://farm2.staticflickr.com/1618/24086658542_de1acb231a_b.jpg,https://www.flickr.com/photos/115096994@N02/24086658542,superuser,ThamesSwords
BAI-51229,433,L-S Sword Fragment,Bronze Age,IVa,"London Museum,49.83/1,Bought at Sothebys October 1949,? ex Ball Coll.",Museum of London,"Thames,London,Putney",England,,"Putney, London Sw15, UK",51.4625524,-0.2167462,,,,,312.76,,,,,,,,,,"Vestigal flanges on hilt. Three of rivet-holes imperfectly pierced. Blade has wide central rib and bevelled edges. Top of tang and lower blade missing, the blade terminating in modern break and surface damage.",,"ok,J.K. Macdonald,? part of name sword as 49.83/2",Joellen McGann,https://farm2.staticflickr.com/1697/24086657772_74f72e5d0e_b.jpg,https://farm2.staticflickr.com/1697/24086657772_74f72e5d0e_b.jpg,https://www.flickr.com/photos/115096994@N02/24086657772,superuser,ThamesSwords
BAI-51251,433,Sword,Bronze Age,IIIc,"London Museum, A.10948",Museum of London,"England,Thames,Middlesex,Staines,R. Thames",England,Greater London,"Staines-upon-thames, Surrey, UK",51.434012,-0.511044,,,,,649,40,,680,Dark brown patina,Rather rough,8,,,,Hilt flanged + slotted. 6 rivet holes (larger),,"Inacc.,Drilled 13/2/65",Joellen McGann,https://farm2.staticflickr.com/1492/24086645772_0ef003daed_b.jpg,https://farm2.staticflickr.com/1492/24086645772_0ef003daed_b.jpg,https://www.flickr.com/photos/115096994@N02/24086645772,superuser,ThamesSwords
BAI-51264,433,Leaf shaped Sword,Bronze Age,IVa,"Private Collection,Thos. Allworthy, 16 Grays Inn Rd., W.L.,31.5.20",Private Collection,"England,Thames,London,Westminster (from Thames)",England,Greater London,"Westminster, London, UK",51.5004439,-0.1265398,,,,,519,from 32 to 40,,552.8,Dark brown patina - a little green in parts,"Smooth, hilt a littlerusted",7 to 9,,Bronze,,,,,Joellen McGann,https://farm2.staticflickr.com/1519/24086637212_6108f1d17c_b.jpg,https://farm2.staticflickr.com/1519/24086637212_6108f1d17c_b.jpg,https://www.flickr.com/photos/115096994@N02/24086637212,superuser,ThamesSwords
BAI-51269,433,Sword,Bronze Age,VC,"London Museum,Brentford Public Library,Layton Collection,01352",Museum of London,"Thames,Probably Middex.,Exact site unknown, but believe to be from the Thames between Wandsworth and Twickenham",England,,"London Borough Of Wandsworth, Greater London, UK",51.45190115,-0.19950823955687000,,,,,739,hilt 55; blade 42,,,Fawny brown patina,,hilt 9; blade 7,,,,Seven rivet holes with seven rivets. Well-marked flanges on each side of hilt; very good condition. Blade bent.,,Inacc.,Joellen McGann,https://farm2.staticflickr.com/1477/24086633912_221d5dc038_b.jpg,https://farm2.staticflickr.com/1477/24086633912_221d5dc038_b.jpg,https://www.flickr.com/photos/115096994@N02/24086633912,superuser,ThamesSwords
BAI-51184,433,Sword,Bronze Age,IIIc,"Reading Museum,57:50,T.C.S. Collection",Reading Museum,"Berks,Thames,Bourne End,Dredged from the Thames",England,Berkshire,"Bourne End, Hornchurch, Greater London Rm11 3ah, UK",51.569729,0.2418021,,,,,,,,,Light green smooth patins with a few brown patches.,Very good,,,Bronze,,Condition good save for slight corrosion along the edges. All rivets except one in tact.,,J. Wymer,Joellen McGann,https://farm2.staticflickr.com/1679/23899114660_2898ec2a3c_b.jpg,https://farm2.staticflickr.com/1679/23899114660_2898ec2a3c_b.jpg,https://www.flickr.com/photos/115096994@N02/23899114660,superuser,ThamesSwords
BAI-51185,433,Leaf shaped Sword,Bronze Age,IV,"Reading Museum, A L I,Bequeathed by Dr. Stevens, May 1899",Reading Museum,"England,Thames,Berkshire,1 mile W. of Henley Lock,Dredged from the Thames",England,Berkshire,"Henley-on-thames, Henley-on-thames, Oxfordshire Rg9, UK",,,,,,,689,hilt 58; blade 30,,623.7,"Brown patina worn away in most places, by the action of water.",,blade 7,,,,Perfect condition. Large rivet + 1 small one missing (5 rivets),"Brit. Arch. Assn. XXXVIII, 275, fig. 1; Arch. 275, fig. 1, Leeds.",,Joellen McGann,https://farm2.staticflickr.com/1505/23899114060_ac96086735_b.jpg,https://farm2.staticflickr.com/1505/23899114060_ac96086735_b.jpg,https://www.flickr.com/photos/115096994@N02/23899114060,superuser,ThamesSwords
BAI-51192,433,Sword,Bronze Age,IVa,"London Museum, A.17103",Museum of London,"England,Thames,Buckinghamshire,Datchet,River Thames",England,Berkshire,"Datchet, Slough, Windsor And Maidenhead Sl3, UK",51.4838483,-0.5784291,,,,,550,38,,680,Light green patina,Rough,8,,,,Three rivets (thicker),,Inacc.,Joellen McGann,https://farm2.staticflickr.com/1514/23899110310_0222b1795a_b.jpg,https://farm2.staticflickr.com/1514/23899110310_0222b1795a_b.jpg,https://www.flickr.com/photos/115096994@N02/23899110310,superuser,ThamesSwords
BAI-51195,433,Sword,Bronze Age,C,"Ashmolean Museum, Oxford,Evans Collection 1927-2525,From Hugo Collection",Ashmolean Museum,"England,Thames,Essex,Barking,Found in R. Thames about a mile west of Barking Creek,1859",England,Essex,"Barking, Greater London, UK",51.5389922,0.0804245,,,,1859,455,33,,321.33,unpatinated.,,6,,,,"Notches in tang: but Evans says (op cit. p. 284) 4 rivet holes, broken away. Midrib continuous through tang.","Proc. Soc. Antiq., 2nd Series, I, 44.,Evans, Anc. Br. Imps., p. 284.",,Joellen McGann,https://farm2.staticflickr.com/1594/23899108390_907800dc76_b.jpg,https://farm2.staticflickr.com/1594/23899108390_907800dc76_b.jpg,https://www.flickr.com/photos/115096994@N02/23899108390,superuser,ThamesSwords
BAI-51198,433,Sword,Bronze Age,C,"London Museum, A21",Museum of London,"England,London,Battersea",England,Greater London,"Battersea, London Sw11, UK",51.465339,-0.1801042,,,,,426,27,,340,Brown patina,"Smooth, encrusted in parts.",6,,,,,,"Inacc.,Drilled 3/2/65",Joellen McGann,https://farm2.staticflickr.com/1460/23899106480_ec7f8d0ccc_b.jpg,https://farm2.staticflickr.com/1460/23899106480_ec7f8d0ccc_b.jpg,https://www.flickr.com/photos/115096994@N02/23899106480,superuser,ThamesSwords
BAI-51226,433,Sword Frag.,Bronze Age,,"Winchester, City Museum, 850.99,Tilling Bequest","Winchester, City Museum","R. Thames,Oxon.,N. Stoke,from the Thames 1882",England,,"North Stoke, Wallingford, Oxfordshire Ox10, UK",,,,,,1882,175,50,,,,,,,,,,,ND 75,Joellen McGann,https://farm2.staticflickr.com/1662/23899089470_ec18c5b0cc_b.jpg,https://farm2.staticflickr.com/1662/23899089470_ec18c5b0cc_b.jpg,https://www.flickr.com/photos/115096994@N02/23899089470,superuser,ThamesSwords
BAI-51249,433,Sword Ht hybrid,Bronze Age,IVb,"Richmond Public Library,Lloyd Collection,Presumably London Museum, accession No. 49.107/821,(1956)",Richmond Public Library,"England,Thames,Surrey,Richmond,From the Thames at the lock + weir.,1893",England,Surrey,"Richmond, Richmond, Greater London, UK",51.4613531,-0.3032767,,,,1893,193,hilt 49,,,Dirty patina with mud stains.,,,,,,Hilt end only. 6 rivet-holes.,,[Hybrid G.Dr.],Joellen McGann,https://farm2.staticflickr.com/1555/23899076930_76cc3225e5_b.jpg,https://farm2.staticflickr.com/1555/23899076930_76cc3225e5_b.jpg,https://www.flickr.com/photos/115096994@N02/23899076930,superuser,ThamesSwords
BAI-51250,433,Leaf-Shaped Sword,Bronze Age,IIIb,"Private Collection,W. C. Wells, Esq., Sudbury, Harrow,21.6.20",Private Collection,"England,Thames,Surrey,Richmond (Thames)",England,Surrey,"Richmond, Richmond, Greater London, UK",51.4613531,-0.3032767,,,,,585,40,,503.21,dull brownish green patina of various shades,"Smooth, slightly pitted",6 to 7,,,,,,,Joellen McGann,https://farm2.staticflickr.com/1587/23899076490_56ce2f78fb_b.jpg,https://farm2.staticflickr.com/1587/23899076490_56ce2f78fb_b.jpg,https://www.flickr.com/photos/115096994@N02/23899076490,superuser,ThamesSwords
BAI-51259,433,Sword,Bronze Age,IIIb,"London Museum,Ex Brentford Public Library,Layton Collection,01367",Museum of London,"England,Thames,London,Wandsworth,Thames ballast about 60 yards above Feathers Public House, off Putney Hill (a shore on the river so called),1 October 1863",England,Greater London,"London Borough Of Wandsworth, Greater London, UK",51.45190115,-0.19950823955687000,,1,10,1863,545,hilt 57; blade 48,,,"Dirty brown patina, slightly stained with mud",,blade 6,,,,"Two rivet holes with one about 8mm long broken rivet, long 17mm long rivet hole with one rivet.",,Inacc.,Joellen McGann,https://farm2.staticflickr.com/1688/23899069960_c98a76da5b_b.jpg,https://farm2.staticflickr.com/1688/23899069960_c98a76da5b_b.jpg,https://www.flickr.com/photos/115096994@N02/23899069960,superuser,ThamesSwords
BAI-51275,433,Sword,Bronze Age,B,"Society of Antiquaries,Burlington House W.,Dr. Roots Collection No. 14,B.24",Society of Antiquaries,"England,Thames,Surrey,Kingston,R. Thames,from Blue Clay under 7 ft of gravel,1852",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,,1852,430,"22, 41, 37",,311.85,No patina.,"One side is smooth, various shades of bronze + golden bronze. Other side is covered with a slight encrustment + earth.",4.5,,Bronze,Found with other Bronze Age implements?,,,,Joellen McGann,https://farm2.staticflickr.com/1611/23899060320_d68c0bd91f_b.jpg,https://farm2.staticflickr.com/1611/23899060320_d68c0bd91f_b.jpg,https://www.flickr.com/photos/115096994@N02/23899060320,superuser,ThamesSwords
