PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
596291,Sword,Bronze Age,Bronze Age,,-1000,-800,"A fragment of a sword or dagger of late Bronze Age date. The fragment is sub-rectangular in plan with a pointed ovate section. Both surfaces are undecorated and extremely worn.



The metal has a mid blackish-brown patina and is worn. The fragment is 33.1mm long, 16mm wide, 4.5mm thick and weighs 8.6g.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,8.6,,,4.5,33.1,1,Rebecca Griffiths,Rebecca Griffiths,Yorkshire and the Humber,East Riding of Yorkshire,East Riding of Yorkshire,Ellerker,SE9329,From a paper map,53.74908357,-0.5911716,YORYM-E5FD13,,CHC0042.jpg,Bronze Age : Sword,York Museums Trust,Attribution License,https://finds.org.uk/images/bmorris/CHC0042.jpg,https://finds.org.uk/images/thumbnails/454313.jpg
596435,Spear,Bronze Age,Bronze Age,BRONZE AGE,-2350,-801,"A fragment from a copper alloy Bronze Age socketed spearhead. Only the tip survives. This is sub triangular in shape with a rib running along the centre of each side. The interior of this rib is hollow forming a socket that would have held a haft. The metal is green in colour with a shiny dark brown patina remaining in places.



Length: 46.0mm, width: 30.0mm, thickness: 11.0mm (socket), 5.0mm (tip), weight: 25.4g",,4,Copper alloy,,Returned to finder,Metal detector,2013-12-01T00:00:00Z,,,,25.4,,,11,46,1,Anna Booth,Anna Booth,West Midlands,Warwickshire,Rugby,Wolvey,SP4387,Centred on parish,52.47923922,-1.36829999,LEIC-E91E94,,LEIC-E91E94.jpg,LEIC-E91E94: Bronze Age spear,Leicestershire County Council,Attribution License,https://finds.org.uk/images/annab/LEIC-E91E94.jpg,https://finds.org.uk/images/thumbnails/453385.jpg
597033,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-800,-600,"Dimensions: the axehead is 98mm long. The blade is 51mm wide. The socketed end is 32mm in diameter and flared. The suspension loop is 20mm long and 7mm wide.



The patina is a dark brown colour with areas of pitting showing green areas of active corrosion underneath.



Each face has three facets and each narrow side has a central casting rib.



discussion of the type, taken from HESH-07CD71: This axe can be classified as a Socked Axe of type Meldreth, possibly being sub-classified as a Variant Aylsham. This style / type of axe has a common distribution in the East of England. The majority of axes of this style have historically been found in the East and West Ridings of Yorkshire. The distribution pattern continues to a lesser degree in South-East England (Schmidt & Burgess, 1981: 211). However, a number of Meldreth Type axes have been found in hoards associated with South-Wales Types and Ewart Park Swords, for example the Stogursey Hoard, Somerset (ibid, 210). This is reflected in a local Marches distribution where they have been treated as exotics occurring in a Ewart Park phase hoard from Pencoyd, Herefordshire (HESH-802833) and a broken and damaged faceted axe from Westbury, Shropshire (HESH-F8A521).",Found very close to BH-A50566 (2013T655) and BH-0E91D6. Discussions as to whether these objects represent a single deposition event/hoard despite the distance apart are ongoing.,4,Copper alloy,,Returned to finder,Metal detector,2013-11-10T00:00:00Z,,,,,,32,,98,1,Julie Cassidy,Julie Cassidy,East Midlands,Northamptonshire,East Northamptonshire,Brigstock,SP9384,From finder,52.44605856,-0.63310567,NARC-112EC4,,BA brigstock.jpg,NARC-112EC4 Bronze Age Axehead,Northamptonshire County Council,Attribution License,https://finds.org.uk/images/jcassidy/BA brigstock.jpg,https://finds.org.uk/images/thumbnails/453628.jpg
597573,Socketed Axehead,Bronze Age,Bronze Age,,-1300,-700,"An incomplete copper-alloy late Bronze Age/early Iron Age socketed axehead missing all but a small fragment of the lip and side of the socket. There is a ridge running perpendicular to the lip, which is likely to decoration. The lip itself is thicker than the rest of the fragement (8.41mm as opposed to 5.47mm). It has a medium green patina. The both inner and outer surfacies are very smooth.Overall the fragment measures 26.46mm in length, 29.84mm wide and weighs 25.35 grams.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,25.35,,,,26.46,1,Eleanor Lane,Eleanor Lane,South West,Wiltshire,Wiltshire,West Lavington,ST9952,,51.26715318,-2.0157169,WILT-63EA15,,WILT-63EA15.jpg,Bronze Age socketed axe fragment,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/rhenry2/WILT-63EA15.jpg,https://finds.org.uk/images/thumbnails/453979.jpg
597592,Palstave,Bronze Age,Bronze Age,,-1500,-1150,"The corroded butt end of a cast copper alloy palstave axe of Middle Bronze Age date. The fragment is broadly rectangular in plan and H shaped in cross section, it measures 22.30mm in length and 22.10mm in width and weighs 14.80g. It displays prominent side ridges.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,14.8,,,,22.3,1,Eleanor Lane,Eleanor Lane,South West,Wiltshire,Wiltshire,Edington,ST9252,,51.2670965,-2.11604943,WILT-643C34,,WILT-643C34.jpg,Bronze Age palstave fragment,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/rhenry2/WILT-643C34.jpg,https://finds.org.uk/images/thumbnails/453978.jpg
598062,Gouge,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Fragment, a mouth sherd only, of a Late Bronze Age socketed copper alloy object, probably a gouge. The breaks are ancient and smoothed. Extant length 20.7mm. Thickness 2.1 - 3.8mm. c.1000 - c.700 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2013-03-12T00:00:00Z,2013-10-08T23:00:00Z,,,,,,3.8,20.7,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,South Norfolk,Bunwell,TM1292,Generated from computer mapping software,52.48471178,1.12081126,NMS-8CCDF7,,25419_8CCDF7_BA_Gouge_ILL.jpg,Bronze Age gouge. Drawn by Jason Gibbons.,Norfolk County Council,Attribution License,https://finds.org.uk/images/edarch/25419_8CCDF7_BA_Gouge_ILL.jpg,https://finds.org.uk/images/thumbnails/534218.jpg
598184,Axe,Bronze Age,Bronze Age,BRONZE AGE,1400,800,"A fragment of a cast copper alloy axe or palstave of the Bronze Age. The fragment consists of the curved tip of the blade, to a depth of only 15.52mm. The blade expands evenly either side from the cutting edge; the outer tips or edges of the balde are damaged, and internally the blade is solid at this point. The curve of the blade suggests this is a palstave rather than an axe, but it may be a later Bronze Age socket axe head. Because of the fragmentary nature of the artefact it is not possible to identify it further.",,4,Copper alloy,Copper alloy,Returned to finder,Metal detector,,2013-10-01T23:00:00Z,,,20.6,,,7.28,56.13,1,Anni Byard,Anni Byard,South East,Buckinghamshire,Aylesbury Vale,Stone with Bishopstone and Hartwell,,,,,BERK-8F65E5,,2013816.jpg,Bronze Age axe: Axe or palstave tip,Oxfordshire County Council,Attribution License,https://finds.org.uk/images/abyard/2013816.jpg,https://finds.org.uk/images/thumbnails/491571.jpg
598440,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"Bronze Age spear (1500-800 BC): The upper portion of the spear remains, and this is an elongated triangle in plan, with an obliquely angled broken edge, the break is probably quite recent. There is no socket visible on this broken edge. In section the spear has an elongated sub-lozenge with slightly bevelled tips. The centre of the section has an oval cross-section thereby forming pronounced mid-ribs on the faces. The surface of the spear head has a well developed shiny mid green patina with some slight pitting. It measures is 37.03mm in length, 17.98mm wide, 7.89mm thick and weighs 10.9 grams.



The spear probably dates to the Middle or Late Bronze Age spearhead (1500-800 BC).",,4,Copper alloy,,Returned to finder,Metal detector,2013-10-01T23:00:00Z,2013-12-04T00:00:00Z,,,10.9,,,7.89,37.03,1,Angie Bolton,Angie Bolton,West Midlands,Worcestershire,Malvern Hills,Malvern,SO7950,From a paper map,52.14788273,-2.30831674,WAW-A3A753,,WAW-A3A753.jpg,"Middle or Late Bronze Age spearhead (plan, section, profile, and plan).",Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/abolton/WAW-A3A753.jpg,https://finds.org.uk/images/thumbnails/457435.jpg
598552,Bracelet,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Fragment of a Late Bronze Age copper alloy penannular bracelet. At the broken end the cross-section is rectangular. From this the object curves, narrows and thickens to two encircling low ribs before a buffer terminal. The surfaces and the fracture are stained a dull brown. The form is quite close to that of gold examples such as PAS-B9D6E5 and NMGW-E48854. Length 30.5mm. 12 x 3.2mm at the break, 6 x 4.5mm before the terminal, diameter of terminal 10mm. The diameter of the complete object cannot be estimated with any confidence. Weight 8.63g. c.1000 - c.700 BC.",,3,Copper alloy,,Returned to finder,Metal detector,2013-06-27T23:00:00Z,2013-12-21T00:00:00Z,,,8.63,,,4.5,30.5,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,Breckland,Griston,TL9398,Generated from computer mapping software,52.54563045,0.84486011,NMS-A71FB2,,37697_A71FB2_BA_Bracelet.jpg,Late Bronze Age Bracelet,Norfolk County Council,Attribution License,https://finds.org.uk/images/mchesterkadwell/37697_A71FB2_BA_Bracelet.jpg,https://finds.org.uk/images/thumbnails/461948.jpg
599649,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"A fragment from a copper alloy spearhead of middle to late Bronze Age date. Only the tip survives. It is very damaged and corroded, but roughly sub-triangular in form and with a lozenge section and a wide hemispherical rib running along the centre of each face. The flattened sections to either side of this are very damaged and the tip is missing. At the other end is an irregular break with a slight dimple in the centre suggesting that the spear had a socket. There is a thick brown patina that is missing in a few places revealling a green inner core. It is likely to be of middle to late Bronze Age date (1500-800 BC) due to the socket and the lozenge section, although it lacks many key diagnostic features.



Length: 35.0mm, width: 12.5mm, thickness: 6.5mm, weight: 6.91g",,4,Copper alloy,,Returned to finder,Metal detector,2013-12-10T00:00:00Z,,,,6.91,,,6.5,35,1,Peter Reavill,Anna Booth,East Midlands,Leicestershire,Charnwood,Mountsorrel,SK5714,GPS (from the finder),52.72065744,-1.15754429,LEIC-222BC2,,LEIC-222BC2.jpg,LEIC-222BC2: Bronze Age spearhead,Leicestershire County Council,Attribution License,https://finds.org.uk/images/annab/LEIC-222BC2.jpg,https://finds.org.uk/images/thumbnails/459982.jpg
599894,Sword,Bronze Age,Bronze Age,BRONZE AGE,-950,-800,"Two fragments probably of one Late Bronze Age copper alloy sword, both with both ends broken. The breaks are not recent apart from one on the smaller piece. Parts of the cutting edges of both are missing, from both ancient and recent damage. Lengths 97 and 170mm. Width 34 and 40mm. Weight 103 and 208g. Probably Ewart Park type. c.950 - c.800 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2013-06-27T23:00:00Z,2013-12-21T00:00:00Z,,,311,,,,,2,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,South Norfolk,Hingham,TG0102,Generated from computer mapping software,52.57864979,0.96509525,NMS-387C87,,59694_387C87_BA_Sword.jpg,Late Bronze Age Sword,Norfolk County Council,Attribution License,https://finds.org.uk/images/mchesterkadwell/59694_387C87_BA_Sword.jpg,https://finds.org.uk/images/thumbnails/461975.jpg
599927,Awl,Bronze Age,Bronze Age,BRONZE AGE,-1000,-700,"Late Bronze Age copper alloy awl, round-sectioned, tapering to pointed ends. Length 35mm. Diam. at mid-point 4.5mm. c.1000 - c.700 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2013-12-17T00:00:00Z,2014-01-20T00:00:00Z,,,,,,,35,1,Steven Ashley,Steven Ashley,Eastern,Norfolk,King's Lynn and West Norfolk,Fincham,TF6905,,52.61647192,0.49487574,NMS-3A04A7,,59691_3A04A7_BA_Awl_ILL.jpg,Bronze Age Awl,Norfolk County Council,Attribution License,https://finds.org.uk/images/norfolkarcher1/59691_3A04A7_BA_Awl_ILL.jpg,https://finds.org.uk/images/thumbnails/505113.jpg
600174,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1000,"Middle Bronze Age unlooped palstave in very fresh condition, the surface covered in a rich shiny brown patination except where interrupted by pock marks, a few more recent minor chips and some scuffing on the edges. Below the stop ridge a low rib defines a shield-shaped motif from below the base of which a median arris extends as far as the start of the cutting edge. Both sides bear very clear and overall hammer marks, along the edges and transverse across the centre. As a result there is no casting seam. There are smaller hammer impressions along the tops of the flanges and of the stop ridge. Weight 454g. Length 161mm. Width 70mm. Thickness 28mm. c.1600 - c.1000 BC.",,3,Copper alloy,,Returned to finder,Metal detector,2014-02-06T00:00:00Z,2014-02-06T00:00:00Z,,,454,,,28,161,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,South Norfolk,Bressingham,TM0883,Generated from computer mapping software,52.40545518,1.05639157,NMS-4EE460,,59736_4EE460_MBA_Palstave.jpg,Middle Bronze Age Palstave,Norfolk County Council,Attribution License,https://finds.org.uk/images/mchesterkadwell/59736_4EE460_MBA_Palstave.jpg,https://finds.org.uk/images/thumbnails/461523.jpg
600300,Awl,Bronze Age,Bronze Age,IRON AGE,-1500,-500,"
A Bronze Age cast copper alloy awl. The awl has a tapering chisel-like tang and a square centre section. The point has a circular section.
",,4,Copper alloy,,Returned to finder,Metal detector,,,,,3.36,,,3.42,52.29,1,Margaret Broomfield,Margaret Broomfield,,West Berkshire,West Berkshire,West Ilsley,SU4784,GPS (from the finder),51.55293717,-1.32351557,-SUR 660898.00,,14-77[1].JPG,Bronze age - iron age: Awl,Surrey County Council,Attribution License,https://finds.org.uk/images/margaretb/14-77[1].JPG,https://finds.org.uk/images/thumbnails/462347.jpg
